,0
714,Batman: Arkham Asylum - A Serious House on Serious Earth
715,Batman: Dark Victory
716,"Batman: Earth One, Volume 1"
717,Batman: Hush
718,"Batman: Hush, Vol. 1"
719,"Batman: Hush, Vol. 2"
720,"Batman: Knightfall, Vol. 1: Broken Bat"
721,"Batman: No Man's Land, Vol. 1"
722,Batman: The Black Mirror
723,Batman: The Dark Knight Returns #1
724,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)"
725,"Batman: The Dark Knight Strikes Again (The Dark Knight Saga, #2)"
726,Batman: The Killing Joke
727,Batman: The Long Halloween
728,Batman: The Man Who Laughs
729,Batman: Whatever Happened to the Caped Crusader?
730,Batman: Year One
731,Battle Cry of Freedom
732,Battle Hymn of the Tiger Mother
733,Battle Royale
734,Battlefield Earth: A Saga of the Year 3000
735,Battlefield of the Mind: Winning the Battle in Your Mind
736,Batwoman: Elegy
737,Baudolino
738,"Bay of Sighs (The Guardians Trilogy, #2)"
739,"Bayou Moon (The Edge, #2)"
740,Be Careful What You Wish For
741,"Be Careful What You Wish For (The Clifton Chronicles, #4)"
742,Be Frank With Me
743,Be Here Now
744,"Be with Me (Wait for You, #2)"
745,Beach Music
746,Beach Road
747,Beachcombers
748,Beaches
749,"Beacon 23: The Complete Novel (Beacon 23, #1-5)"
750,Bear Snores On
751,"Bearing an Hourglass (Incarnations of Immortality, #2)"
752,"Beast Master, Vol. 1 (Beast Master, #1)"
753,"Beastly (Beastly, #1; Kendra Chronicles, #1)"
754,Beat the Reaper (Peter Brown #1)
755,Beatrice and Virgil
756,"Beautiful Bastard (Beautiful Bastard, #1)"
757,"Beautiful Beginning (Beautiful Bastard, #3.5)"
758,"Beautiful Bitch (Beautiful Bastard, #1.5)"
759,"Beautiful Bombshell (Beautiful Bastard, #2.5)"
760,Beautiful Boy: A Father's Journey Through His Son's Addiction
761,"Beautiful Broken Rules (Broken, #1)"
762,"Beautiful Burn (The Maddox Brothers, #4)"
763,"Beautiful Chaos (Caster Chronicles, #3)"
764,"Beautiful Creatures (Caster Chronicles, #1)"
765,"Beautiful Darkness (Caster Chronicles, #2)"
766,Beautiful Day
767,"Beautiful Disaster (Beautiful, #1)"
768,"Beautiful Oblivion (The Maddox Brothers, #1)"
769,"Beautiful Player (Beautiful Bastard, #3)"
770,"Beautiful Redemption (Caster Chronicles, #4)"
771,"Beautiful Redemption (The Maddox Brothers, #2)"
772,Beautiful Ruins
773,"Beautiful Sacrifice (The Maddox Brothers, #3)"
774,"Beautiful Secret (Beautiful Bastard, #4)"
775,"Beautiful Stranger (Beautiful Bastard, #2)"
776,Beautiful You
777,"Beautifully Damaged (Beautifully Damaged, #1)"
778,"Beauty Pop, Vol. 1 (Beauty Pop, #1)"
779,Beauty Queens
780,"Beauty from Pain (Beauty, #1)"
781,"Beauty from Surrender (Beauty, #2)"
782,"Beauty's Punishment (Sleeping Beauty, #2)"
783,"Beauty's Release (Sleeping Beauty, #3)"
784,Beauty: A Retelling of the Story of Beauty and the Beast
785,"Because of Low (Sea Breeze, #2)"
786,Because of Mr. Terupt
787,Because of Winn-Dixie
788,"Bed of Roses (Bride Quartet, #2)"
789,Bedtime for Frances
790,Bee Season
791,Before I Die
792,Before I Fall
793,Before I Go to Sleep
794,"Before Jamaica Lane (On Dublin Street, #3)"
795,Before They Are Hanged (The First Law #2)
796,Before We Met
797,Before the Fall
798,"Behemoth (Leviathan, #2)"
799,Behind Closed Doors
800,Behind Her Eyes
801,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity"
802,Being Mortal: Medicine and What Matters in the End
803,"Being Nikki (Airhead, #2)"
804,"Being a Green Mother (Incarnations of Immortality, #5)"
805,Being and Nothingness
806,Being and Time
807,Bel Canto
808,Bel-Ami
809,Belgarath the Sorcerer
810,Believing Christ: The Parable of the Bicycle and Other Good News
811,Belinda
812,Belong to Me
813,Beloved
814,Ben-Hur: A Tale of the Christ
815,"Beneath This Man (This Man, #2)"
816,Beneath a Marble Sky
817,"Benediction (Plainsong, #3)"
818,Benjamin Franklin: An American Life
819,Beowulf
820,Bergdorf Blondes
821,"Berserk, Vol. 1 (Berserk, #1)"
822,Best Friends Forever
823,"Best Kept Secret (The Clifton Chronicles, #3)"
824,Best Served Cold
825,Bet Me
826,"Betrayal in Death (In Death, #12)"
827,"Betrayals (Strange Angels, #2)"
828,"Betrayed (House of Night, #2)"
829,"Betsy-Tacy (Betsy-Tacy, #1)"
830,Better Than Before: Mastering the Habits of Our Everyday Lives
831,Better off Friends
832,Better than Life (Red Dwarf #2)
833,Better: A Surgeon's Notes on Performance
834,Betty Crocker's Cookbook
835,Between Shades of Gray
836,Between Sisters
837,Between a Rock and a Hard Place
838,"Between the Lines (Between the Lines, #1)"
839,Between the World and Me
840,"Between, Georgia"
841,Beyond Band of Brothers: The War Memoirs of Major Dick Winters
842,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape
843,"Beyond Exile (Day by Day Armageddon,# 2)"
844,Beyond Good and Evil
845,"Beyond Reach (Grant County, #6)"
846,Beyond the Grave (The 39 Clues #4)
847,"Beyond the Highland Mist (Highlander, #1)"
848,"Beyond the Shadows (Night Angel, #3)"
849,"Big Boned (Heather Wells, #3)"
850,Big Brother
851,"Big Cherry Holler (Big Stone Gap, #2)"
852,Big Fish
853,Big Girl Panties
854,Big Little Lies
855,Big Magic: Creative Living Beyond Fear
856,"Big Nate Strikes Again (Big Nate Novels, #2)"
857,"Big Nate: In a Class by Himself (Big Nate Novels, #1)"
858,Big Rock
859,"Big Stone Gap (Big Stone Gap, #1)"
860,Big Sur
861,Big Trouble
862,"Billy Budd, Sailor"
863,Billy Lynn's Long Halftime Walk
864,Bird Box
865,Birds of America
866,"Birds of a Feather (Maisie Dobbs, #2)"
867,Birdsong
868,"Birthmarked (Birthmarked, #1)"
869,Birthright
870,"Bite Club (The Morganville Vampires, #10)"
871,"Bite Me (A Love Story, #3)"
872,Bite Me If You Can (Argeneau #6)
873,"Bitten (Women of the Otherworld, #1)"
874,"Bitter Is the New Black: Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office"
875,"Bitterblue (Graceling Realm, #3)"
876,Bittersweet
877,Black Beauty
878,"Black Bird, Vol. 01 (Black Bird, #1)"
879,Black Boy
880,"Black Butler, Vol. 1 (Black Butler, #1)"
881,"Black Butler, Vol. 2 (Black Butler, #2)"
882,"Black Cat, Volume 01"
883,"Black Cherry Blues (Dave Robicheaux, #3)"
884,"Black Dawn (The Morganville Vampires, #12)"
885,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux
886,Black Hawk Down
887,Black Hills
888,Black Hole
889,Black Holes and Baby Universes
890,"Black House (The Talisman, #2)"
891,Black Lies
892,Black Like Me
893,"Black List (Scot Harvath, #11)"
894,"Black Magic Sanction (The Hollows, #8)"
895,"Black Notice (Kay Scarpetta, #10)"
896,"Black Order (Sigma Force, #3)"
897,"Black Powder War (Temeraire, #3)"
898,"Black Rose (In the Garden, #2)"
899,"Black Sun Rising (The Coldfire Trilogy, #1)"
900,"Black Water (Pendragon, #5)"
901,Black and Blue
902,Black-Eyed Susans
903,"Black: The Birth of Evil (The Circle, #1)"
904,Blackberry Wine
905,Blackberry Winter
906,Blackmoore
907,"Blackout (All Clear, #1)"
908,"Blackout (Newsflesh Trilogy, #3)"
909,Blackout: Remembering the Things I Drank to Forget
910,"Blackwood Farm (The Vampire Chronicles, #9)"
911,"Blameless (Parasol Protectorate, #3)"
912,Blankets
913,Blaze
914,"Bleach, Volume 01"
915,"Bleach, Volume 03"
916,"Bleach, Volume 15"
917,Bleachers
918,Bleak House
919,"Bless Me, Ultima"
920,"Blind Willow, Sleeping Woman"
921,Blindness
922,"Blindsight (Firefall, #1)"
923,"Blindsighted (Grant County, #1)"
924,Blink: The Power of Thinking Without Thinking
925,Blockade Billy
926,"Blood And Gold (The Vampire Chronicles, #8)"
927,"Blood Bound (Mercy Thompson, #2)"
928,"Blood Brothers (Sign of Seven, #1)"
929,"Blood Canticle (The Vampire Chronicles, #10)"
930,"Blood Cross (Jane Yellowrock, #2)"
931,"Blood Defense (Samantha Brinkman, #1)"
932,"Blood Kiss (Black Dagger Legacy, #1)"
933,"Blood Magick (The Cousins O'Dwyer Trilogy, #3)"
934,Blood Memory
935,"Blood Meridian, or the Evening Redness in the West"
936,"Blood Noir (Anita Blake, Vampire Hunter #16)"
937,"Blood Promise (Vampire Academy, #4)"
938,"Blood Red Road (Dust Lands, #1)"
939,"Blood Rites (The Dresden Files, #6)"
940,"Blood Rites (The Grey Wolves, #2)"
941,"Blood Song (Raven's Shadow, #1)"
942,"Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)"
943,Blood and Chocolate
944,"Blood of Dragons (Rain Wild Chronicles, #4)"
945,"Blood of the Fold (Sword of Truth, #3)"
946,"Blood on Snow (Blood on Snow, #1)"
947,"Blood, Bones, and Butter: The Inadvertent Education of a Reluctant Chef"
948,"Bloodfever (Fever, #2)"
949,"Bloodhound (Beka Cooper, #2)"
950,"Bloodline (Sigma Force, #8)"
951,"Bloodlines (Bloodlines, #1)"
952,"Bloodlust (The Vampire Diaries: Stefan's Diaries, #2)"
953,Bloodrose (Nightshade #3
954,"Bloodsucking Fiends (A Love Story, #1)"
955,"Bloody Bones (Anita Blake, Vampire Hunter #5)"
956,"Bloody Jack (Bloody Jack, #1)"
957,"Bloody Valentine (Blue Bloods, #5.5)"
958,"Blow Fly (Kay Scarpetta, #12)"
959,"Blowback (Scot Harvath, #4)"
960,Blubber
961,"Blue Bloods (Blue Bloods, #1)"
962,"Blue Dahlia (In the Garden, #1)"
963,"Blue Exorcist, Vol. 1  (Blue Exorcist, #1)"
964,"Blue Labyrinth (Pendergast, #14)"
965,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality
966,"Blue Lily, Lily Blue (The Raven Cycle, #3)"
967,"Blue Mars (Mars Trilogy, #3)"
968,"Blue Monday (Frieda Klein, #1)"
969,"Blue Moon (Anita Blake, Vampire Hunter, #8)"
970,"Blue Moon (The Immortals, #2)"
971,Blue Nights
972,"Blue Noon (Midnighters, #3)"
973,"Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7)"
974,Blue Smoke
975,"Blue is for Nightmares (Blue is for Nightmares, #1)"
976,"Blue-Eyed Devil (Travises, #2)"
977,Bluebeard
978,Blueberries for Sal
979,"Body Double (Rizzoli & Isles, #4)"
980,"Body Movers (Body Movers, #1)"
981,Body Surfing
982,"Body of Evidence (Kay Scarpetta, #2)"
983,Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon
984,"Bone Crossed (Mercy Thompson, #4)"
985,Bone Gap
986,"Bone: Quest for the Spark, Vol. 1"
987,Bone: Tall Tales
988,Bone: The Complete Edition
989,"Bones Are Forever (Temperance Brennan, #15)"
990,"Bones of the Hills (Conqueror, #3)"
991,"Bones to Ashes (Temperance Brennan, #10)"
992,"Boneshaker (The Clockwork Century, #1)"
993,"Bonhoeffer: Pastor, Martyr, Prophet, Spy"
994,Bonk: The Curious Coupling of Science and Sex
995,"Book of Shadows (Sweep, #1)"
996,Book of a Thousand Days
997,"Book of the Dead (Kay Scarpetta, #15)"
998,BookRags Summary:  A Storm of Swords
999,Bookends
1000,Books of Blood: Volume One (Books of Blood #1)
1001,Books of Blood: Volumes One to Three (Books of Blood #1-3)
1002,Boomerang: Travels in the New Third World
1003,Born Standing Up: A Comic's Life
1004,Born a Crime: Stories From a South African Childhood
1005,"Born at Midnight (Shadow Falls, #1)"
1006,"Born in Death (In Death, #23)"
1007,"Born in Fire (Born In Trilogy, #1)"
1008,"Born in Ice (Born In Trilogy, #2)"
1009,"Born in Shame (Born In Trilogy, #3)"
1010,"Born of Night (The League, #1)"
1011,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant
1012,Born to Run
1013,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen"
1014,Bossman
1015,Bossypants
1016,"Bound by Honor (Born in Blood Mafia Chronicles, #1)"
1017,"Boundaries: When to Say Yes, How to Say No to Take Control of Your Life"
1018,"Boundless (Unearthly, #3)"
1019,Boy Meets Boy
1020,"Boy Meets Girl (Boy, #2)"
1021,Boy Meets Girl: Say Hello to Courtship
1022,Boy's Life
1023,"Boy, Snow, Bird"
1024,Boy: Tales of Childhood
1025,"Boys Over Flowers: Hana Yori Dango, Vol. 1 (Boys Over Flowers, #1)"
1026,Brain Droppings
1027,Brain on Fire: My Month of Madness
1028,"Branded (Fall of Angels, #1)"
1029,Branded by Fire (Psy-Changeling #6)
1030,Brave New World
1031,Brave New World / Brave New World Revisited
1032,Brave New World Revisited 
1033,Braveheart
1034,Bread and   Wine: A Love Letter to Life Around the Table with Recipes
1035,Bread and Jam for Frances
1036,"Break No Bones (Temperance Brennan, #9)"
1037,"Breakable (Contours of the Heart, #2)"
1038,Breakfast at Tiffany's
1039,Breakfast of Champions
1040,Breakfast with Buddha
1041,"Breaking Dawn (Twilight, #4)"
1042,"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard"
1043,"Breaking Point (Tom Clancy's Net Force, #4)"
1044,Breaking the Spell: Religion as a Natural Phenomenon
1045,"Breath, Eyes, Memory"
1046,"Breathe (Breathe, #1)"
1047,"Breathe (Colorado Mountain, #4)"
1048,"Breathe (Sea Breeze, #1)"
1049,Breathing Lessons
1050,"Brian's Winter (Brian's Saga, #3)"
1051,"Briar's Book (Circle of Magic, #4)"
1052,Brick Lane
1053,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder
1054,Bridge to Haven
1055,Bridge to Terabithia
1056,"Bridget Jones's Diary (Bridget Jones, #1)"
1057,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)"
1058,Brief Interviews with Hideous Men
1059,Brief Lives (The Sandman #7)
1060,"Bright Lights, Big Ass: A Self-Indulgent, Surly, Ex-Sorority Girl's Guide to Why It Often Sucks in the City, or Who Are These Idiots and Why Do They All Live Next Door to Me?"
1061,"Bright Lights, Big City"
1062,Bright Shiny Morning
1063,"Bright Side (Bright Side, #1)"
1064,Brighton Rock
1065,"Brilliance (Brilliance Saga, #1)"
1066,"Brimstone (Pendergast, #5; Diogenes, #1)"
1067,"Bring Up the Bodies (Thomas Cromwell, #2)"
1068,Bringing Up Bébé: One American Mother Discovers the Wisdom of French Parenting
1069,"Brisingr (The Inheritance Cycle, #3)"
1070,Britt-Marie Was Here
1071,Brokeback Mountain
1072,"Broken (Will Trent, #4)"
1073,"Broken (Women of the Otherworld, #6)"
1074,"Broken Angels (Takeshi Kovacs, #2)"
1075,Broken Grace
1076,"Broken Harbour (Dublin Murder Squad, #4)"
1077,"Broken Homes (Peter Grant, #4)"
1078,Broken Monsters
1079,"Broken Prey (Lucas Davenport, #16)"
1080,"Broken Prince (The Royals, #2)"
1081,"Broken Silence (Silence, #2)"
1082,Broken for You
1083,Brooklyn
1084,"Brother Odd (Odd Thomas, #3)"
1085,"Brotherhood in Death (In Death, #42)"
1086,"Brown Bear, Brown Bear, What Do You See?"
1087,Brown Girl Dreaming
1088,Bruiser
1089,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture
1090,"Bud, Not Buddy"
1091,Buddenbrooks: The Decline of a Family
1092,"Buffy the Vampire Slayer: The Long Way Home (Season 8, #1)"
1093,Built to Last: Successful Habits of Visionary Companies
1094,"Bullet (Anita Blake, Vampire Hunter #19)"
1095,"Bunnicula (Bunnicula, #1)"
1096,Burial Rites
1097,"Buried Prey (Lucas Davenport, #21)"
1098,"Burn (Breathless, #3)"
1099,"Burn (Michael Bennett, #7)"
1100,"Burn for Burn (Burn for Burn, #1)"
1101,"Burn for Me (Hidden Legacy, #1)"
1102,"Burned (Burned, #1)"
1103,"Burned (Fever, #7)"
1104,"Burned (House of Night, #7)"
1105,"Burning Chrome (Sprawl, #0)"
1106,"Burning For Revenge (Tomorrow, #5)"
1107,"Burnt Offerings (Anita Blake, Vampire Hunter, #7)"
1108,"Bury Your Dead (Chief Inspector Armand Gamache, #6)"
1109,Business Model Generation
1110,By the River Piedra I Sat Down and Wept
1111,By the Sword (Valdemar)
1112,"C is for Corpse  (Kinsey Millhone, #3)"
1113,Cabal
1114,"Cabin Fever (Diary of a Wimpy Kid, #6)"
1115,Caddie Woodlawn  (Caddie Woodlawn #1)
1116,"Cage (Corps Security, #2)"
1117,"Calamity (The Reckoners, #3)"
1118,"Calculated in Death (In Death, #36)"
1119,Caleb's Crossing
1120,"Caliban's War (The Expanse, #2)"
1121,California
1122,"Call Me Irresistible (Wynette, Texas #5)"
1123,Calling Me Home
1124,"Calling on Dragons (Enchanted Forest Chronicles, #3)"
1125,Calvin and Hobbes
1126,Can Love Happen Twice?
1127,Can You Keep a Secret?
1128,Can't Wait to Get to Heaven
1129,Can't We Talk about Something More Pleasant?
1130,Canada
1131,Candide
1132,Candy Girl: A Year in the Life of an Unlikely Stripper
1133,Cane River
1134,Cannery Row
1135,Capital in the Twenty-First Century
1136,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business"
1137,Captain Blood
1138,"Captain Underpants and the Attack of the Talking Toilets (Captain Underpants, #2)"
1139,"Captain Underpants and the Perilous Plot of Professor Poopypants (Captain Underpants, #4)"
1140,"Captain's Fury (Codex Alera, #4)"
1141,Captains Courageous
1142,Captains and the Kings
1143,"Captivate (Need, #2)"
1144,"Captivated by You (Crossfire, #4)"
1145,Captivating: Unveiling the Mystery of a Woman's Soul
1146,"Captive Prince (Captive Prince, #1)"
1147,"Captive Prince: Volume Two (Captive Prince, #2)"
1148,"Captive in the Dark (The Dark Duet, #1)"
1149,"Captured (The Captive, #1)"
1150,Caraval
1151,"Cardcaptor Sakura, Vol. 1 (Cardcaptor Sakura, #1)"
1152,"Cardcaptor Sakura: Master of the Clow, Vol. 1 (Cardcaptor Sakura, #7)"
1153,"Cards on the Table (Hercule Poirot, #15)"
1154,"Career of Evil (Cormoran Strike, #3)"
1155,Caressed by Ice (Psy-Changeling #3)
1156,Carmilla
1157,Carolina Moon
1158,"Carpe Corpus (The Morganville Vampires, #6)"
1159,Carpe Jugulum (Discworld #23
1160,Carrie / 'Salem's Lot / The Shining
1161,Carrion Comfort
1162,Carry On
1163,"Carry On, Mr. Bowditch"
1164,"Carry On, Warrior: Thoughts on Life Unarmed"
1165,"Carry on, Jeeves (Jeeves, #3)"
1166,Carter Beats the Devil
1167,"Carter Reed (Carter Reed, #1)"
1168,"Case Closed, Vol. 1"
1169,Case Histories (Jackson Brodie #1)
